date,city,state,aqi,category,defining_parameter
2023-05-01,"San Francisco, CA",California,31,Good,Ozone
2023-05-02,"San Francisco, CA",California,28,Good,Ozone
2023-05-03,"San Francisco, CA",California,26,Good,Ozone
2023-05-04,"San Francisco, CA",California,28,Good,Ozone
2023-05-05,"San Francisco, CA",California,28,Good,Ozone
2023-05-06,"San Francisco, CA",California,30,Good,Ozone
2023-05-07,"San Francisco, CA",California,32,Good,Ozone
2023-05-08,"San Francisco, CA",California,32,Good,Ozone
2023-05-09,"San Francisco, CA",California,33,Good,Ozone
2023-05-10,"San Francisco, CA",California,33,Good,Ozone
2023-05-11,"San Francisco, CA",California,27,Good,Ozone
2023-05-12,"San Francisco, CA",California,40,Good,PM2.5
2023-05-13,"San Francisco, CA",California,37,Good,PM2.5
2023-05-14,"San Francisco, CA",California,28,Good,Ozone
2023-05-15,"San Francisco, CA",California,26,Good,Ozone
2023-05-16,"San Francisco, CA",California,27,Good,Ozone
2023-05-17,"San Francisco, CA",California,31,Good,Ozone
2023-05-18,"San Francisco, CA",California,30,Good,Ozone
2023-05-19,"San Francisco, CA",California,24,Good,PM2.5
2023-05-20,"San Francisco, CA",California,22,Good,Ozone
2023-05-21,"San Francisco, CA",California,27,Good,PM2.5
2023-05-22,"San Francisco, CA",California,62,Moderate,PM2.5
2023-05-23,"San Francisco, CA",California,64,Moderate,PM2.5
2023-05-24,"San Francisco, CA",California,52,Moderate,PM2.5
2023-05-25,"San Francisco, CA",California,29,Good,Ozone
2023-05-26,"San Francisco, CA",California,26,Good,Ozone
2023-05-27,"San Francisco, CA",California,30,Good,Ozone
2023-05-28,"San Francisco, CA",California,43,Good,PM2.5
2023-05-29,"San Francisco, CA",California,25,Good,Ozone
2023-05-30,"San Francisco, CA",California,27,Good,Ozone
2023-05-31,"San Francisco, CA",California,51,Moderate,PM2.5
2023-06-01,"San Francisco, CA",California,54,Moderate,PM2.5
2023-06-02,"San Francisco, CA",California,51,Moderate,PM2.5
2023-06-03,"San Francisco, CA",California,55,Moderate,PM2.5
2023-06-04,"San Francisco, CA",California,55,Moderate,PM2.5
2023-06-05,"San Francisco, CA",California,27,Good,Ozone
2023-06-06,"San Francisco, CA",California,29,Good,Ozone
2023-06-07,"San Francisco, CA",California,28,Good,Ozone
2023-06-08,"San Francisco, CA",California,29,Good,Ozone
2023-06-09,"San Francisco, CA",California,29,Good,Ozone
2023-06-10,"San Francisco, CA",California,26,Good,Ozone
2023-06-11,"San Francisco, CA",California,26,Good,Ozone
2023-06-12,"San Francisco, CA",California,26,Good,Ozone
2023-06-13,"San Francisco, CA",California,24,Good,Ozone
2023-06-14,"San Francisco, CA",California,26,Good,Ozone
2023-06-15,"San Francisco, CA",California,42,Good,PM2.5
2023-06-16,"San Francisco, CA",California,28,Good,PM2.5
2023-06-17,"San Francisco, CA",California,34,Good,Ozone
2023-06-18,"San Francisco, CA",California,34,Good,PM2.5
2023-06-19,"San Francisco, CA",California,26,Good,Ozone
2023-06-20,"San Francisco, CA",California,30,Good,PM2.5
2023-06-21,"San Francisco, CA",California,36,Good,PM2.5
2023-06-22,"San Francisco, CA",California,31,Good,PM2.5
2023-06-23,"San Francisco, CA",California,25,Good,Ozone
2023-06-24,"San Francisco, CA",California,31,Good,PM2.5
2023-06-25,"San Francisco, CA",California,22,Good,Ozone
2023-06-26,"San Francisco, CA",California,18,Good,PM2.5
2023-06-27,"San Francisco, CA",California,18,Good,PM2.5
2023-06-28,"San Francisco, CA",California,22,Good,CO
2023-06-29,"San Francisco, CA",California,17,Good,Ozone
2023-06-30,"San Francisco, CA",California,20,Good,PM2.5
2023-07-01,"San Francisco, CA",California,36,Good,PM2.5
2023-07-02,"San Francisco, CA",California,43,Good,PM2.5
2023-07-03,"San Francisco, CA",California,36,Good,PM2.5
2023-07-04,"San Francisco, CA",California,36,Good,PM2.5
2023-07-05,"San Francisco, CA",California,26,Good,Ozone
2023-07-06,"San Francisco, CA",California,22,Good,Ozone
2023-07-07,"San Francisco, CA",California,25,Good,PM2.5
2023-07-08,"San Francisco, CA",California,24,Good,Ozone
2023-07-09,"San Francisco, CA",California,22,Good,Ozone
2023-07-10,"San Francisco, CA",California,12,Good,Ozone
2023-07-11,"San Francisco, CA",California,19,Good,Ozone
2023-07-12,"San Francisco, CA",California,18,Good,Ozone
2023-07-13,"San Francisco, CA",California,13,Good,PM2.5
2023-07-14,"San Francisco, CA",California,18,Good,Ozone
2023-07-15,"San Francisco, CA",California,26,Good,PM2.5
2023-07-16,"San Francisco, CA",California,41,Good,PM2.5
2023-07-17,"San Francisco, CA",California,54,Moderate,PM2.5
2023-07-18,"San Francisco, CA",California,52,Moderate,PM2.5
2023-07-19,"San Francisco, CA",California,29,Good,PM2.5
2023-07-20,"San Francisco, CA",California,45,Good,PM2.5
2023-07-21,"San Francisco, CA",California,44,Good,PM2.5
2023-07-22,"San Francisco, CA",California,53,Moderate,PM2.5
2023-07-23,"San Francisco, CA",California,44,Good,PM2.5
2023-07-24,"San Francisco, CA",California,18,Good,Ozone
2023-07-25,"San Francisco, CA",California,18,Good,Ozone
2023-07-26,"San Francisco, CA",California,52,Moderate,PM2.5
2023-07-27,"San Francisco, CA",California,52,Moderate,PM2.5
2023-07-28,"San Francisco, CA",California,34,Good,PM2.5
2023-07-29,"San Francisco, CA",California,28,Good,PM2.5
2023-07-30,"San Francisco, CA",California,40,Good,PM2.5
2023-07-31,"San Francisco, CA",California,53,Moderate,PM2.5
2023-08-01,"San Francisco, CA",California,27,Good,PM2.5
2023-08-02,"San Francisco, CA",California,21,Good,PM2.5
2023-08-03,"San Francisco, CA",California,17,Good,Ozone
2023-08-04,"San Francisco, CA",California,18,Good,Ozone
2023-08-05,"San Francisco, CA",California,30,Good,PM2.5
2023-08-06,"San Francisco, CA",California,50,Good,PM2.5
2023-08-07,"San Francisco, CA",California,18,Good,Ozone
2023-08-08,"San Francisco, CA",California,21,Good,Ozone
2023-08-09,"San Francisco, CA",California,22,Good,Ozone
2023-08-10,"San Francisco, CA",California,21,Good,Ozone
2023-08-11,"San Francisco, CA",California,21,Good,Ozone
2023-08-12,"San Francisco, CA",California,19,Good,Ozone
2023-08-13,"San Francisco, CA",California,18,Good,Ozone
2023-08-14,"San Francisco, CA",California,16,Good,Ozone
2023-08-15,"San Francisco, CA",California,20,Good,Ozone
2023-08-16,"San Francisco, CA",California,19,Good,Ozone
2023-08-17,"San Francisco, CA",California,23,Good,Ozone
2023-08-18,"San Francisco, CA",California,25,Good,Ozone
2023-08-19,"San Francisco, CA",California,21,Good,Ozone
2023-08-20,"San Francisco, CA",California,23,Good,Ozone
2023-08-21,"San Francisco, CA",California,26,Good,Ozone
2023-08-22,"San Francisco, CA",California,27,Good,Ozone
2023-08-23,"San Francisco, CA",California,29,Good,Ozone
2023-08-24,"San Francisco, CA",California,31,Good,Ozone
2023-08-25,"San Francisco, CA",California,31,Good,Ozone
2023-08-26,"San Francisco, CA",California,32,Good,Ozone
2023-08-27,"San Francisco, CA",California,26,Good,Ozone
2023-08-28,"San Francisco, CA",California,27,Good,Ozone
2023-08-29,"San Francisco, CA",California,24,Good,Ozone
2023-08-30,"San Francisco, CA",California,31,Good,Ozone
2023-08-31,"San Francisco, CA",California,22,Good,Ozone
2023-09-01,"San Francisco, CA",California,22,Good,Ozone
2023-09-02,"San Francisco, CA",California,23,Good,Ozone
2023-09-03,"San Francisco, CA",California,23,Good,Ozone
2023-09-04,"San Francisco, CA",California,28,Good,Ozone
2023-09-05,"San Francisco, CA",California,27,Good,Ozone
2023-09-06,"San Francisco, CA",California,36,Good,PM2.5
2023-09-07,"San Francisco, CA",California,26,Good,Ozone
2023-09-08,"San Francisco, CA",California,33,Good,PM2.5
2023-09-09,"San Francisco, CA",California,36,Good,PM2.5
2023-09-10,"San Francisco, CA",California,38,Good,PM2.5
2023-09-11,"San Francisco, CA",California,33,Good,PM2.5
2023-09-12,"San Francisco, CA",California,44,Good,PM2.5
2023-09-13,"San Francisco, CA",California,35,Good,PM2.5
2023-09-14,"San Francisco, CA",California,24,Good,PM2.5
2023-09-15,"San Francisco, CA",California,42,Good,PM2.5
2023-09-16,"San Francisco, CA",California,46,Good,PM2.5
2023-09-17,"San Francisco, CA",California,32,Good,PM2.5
2023-09-18,"San Francisco, CA",California,34,Good,PM2.5
2023-09-19,"San Francisco, CA",California,98,Moderate,PM2.5
2023-09-20,"San Francisco, CA",California,117,Unhealthy for Sensitive Groups,PM2.5
2023-09-21,"San Francisco, CA",California,90,Moderate,PM2.5
2023-09-22,"San Francisco, CA",California,94,Moderate,PM2.5
2023-09-23,"San Francisco, CA",California,76,Moderate,PM2.5
2023-09-24,"San Francisco, CA",California,26,Good,PM2.5
2023-09-25,"San Francisco, CA",California,26,Good,Ozone
2023-09-26,"San Francisco, CA",California,30,Good,PM2.5
2023-09-27,"San Francisco, CA",California,34,Good,PM2.5
2023-09-28,"San Francisco, CA",California,54,Moderate,PM2.5
2023-09-29,"San Francisco, CA",California,25,Good,PM2.5
2023-09-30,"San Francisco, CA",California,47,Good,PM2.5
2023-10-01,"San Francisco, CA",California,53,Moderate,PM2.5
2023-10-02,"San Francisco, CA",California,51,Moderate,PM2.5
2023-10-03,"San Francisco, CA",California,51,Moderate,PM2.5
2023-10-04,"San Francisco, CA",California,52,Moderate,PM2.5
2023-10-05,"San Francisco, CA",California,44,Good,PM2.5
2023-10-06,"San Francisco, CA",California,51,Moderate,PM2.5
2023-10-07,"San Francisco, CA",California,46,Good,PM2.5
2023-10-08,"San Francisco, CA",California,31,Good,Ozone
2023-10-09,"San Francisco, CA",California,31,Good,Ozone
2023-10-10,"San Francisco, CA",California,28,Good,Ozone
2023-10-11,"San Francisco, CA",California,48,Good,PM2.5
2023-10-12,"San Francisco, CA",California,38,Good,PM2.5
2023-10-13,"San Francisco, CA",California,39,Good,PM2.5
2023-10-14,"San Francisco, CA",California,35,Good,PM2.5
2023-10-15,"San Francisco, CA",California,43,Good,PM2.5
2023-10-16,"San Francisco, CA",California,21,Good,NO2
2023-10-17,"San Francisco, CA",California,18,Good,PM2.5
2023-10-18,"San Francisco, CA",California,54,Moderate,PM2.5
2023-10-19,"San Francisco, CA",California,55,Moderate,PM2.5
2023-10-20,"San Francisco, CA",California,42,Good,PM2.5
2023-10-21,"San Francisco, CA",California,30,Good,Ozone
2023-10-22,"San Francisco, CA",California,23,Good,Ozone
2023-10-23,"San Francisco, CA",California,38,Good,PM2.5
2023-10-24,"San Francisco, CA",California,55,Moderate,PM2.5
2023-10-25,"San Francisco, CA",California,31,Good,Ozone
2023-10-26,"San Francisco, CA",California,29,Good,Ozone
2023-10-27,"San Francisco, CA",California,33,Good,PM2.5
2023-10-28,"San Francisco, CA",California,49,Good,PM2.5
2023-10-29,"San Francisco, CA",California,31,Good,Ozone
2023-10-30,"San Francisco, CA",California,50,Good,PM2.5
2023-10-31,"San Francisco, CA",California,58,Moderate,PM2.5
2023-11-01,"San Francisco, CA",California,63,Moderate,PM2.5
2023-11-02,"San Francisco, CA",California,64,Moderate,PM2.5
2023-11-03,"San Francisco, CA",California,59,Moderate,PM2.5
2023-11-04,"San Francisco, CA",California,26,Good,PM2.5
2023-11-05,"San Francisco, CA",California,27,Good,Ozone
2023-11-06,"San Francisco, CA",California,31,Good,Ozone
2023-11-07,"San Francisco, CA",California,35,Good,PM2.5
2023-11-08,"San Francisco, CA",California,34,Good,PM2.5
2023-11-09,"San Francisco, CA",California,44,Good,PM2.5
2023-11-10,"San Francisco, CA",California,51,Moderate,PM2.5
2023-11-11,"San Francisco, CA",California,52,Moderate,PM2.5
2023-11-12,"San Francisco, CA",California,51,Moderate,PM2.5
2023-11-13,"San Francisco, CA",California,29,Good,PM2.5
2023-11-14,"San Francisco, CA",California,32,Good,NO2
2023-11-15,"San Francisco, CA",California,54,Moderate,PM2.5
2023-11-16,"San Francisco, CA",California,52,Moderate,PM2.5
2023-11-17,"San Francisco, CA",California,49,Good,PM2.5
2023-11-18,"San Francisco, CA",California,31,Good,Ozone
2023-11-19,"San Francisco, CA",California,29,Good,Ozone
2023-11-20,"San Francisco, CA",California,26,Good,NO2
2023-11-21,"San Francisco, CA",California,53,Moderate,PM2.5
2023-11-22,"San Francisco, CA",California,56,Moderate,PM2.5
2023-11-23,"San Francisco, CA",California,41,Good,PM2.5
2023-11-24,"San Francisco, CA",California,29,Good,Ozone
2023-11-25,"San Francisco, CA",California,26,Good,Ozone
2023-11-26,"San Francisco, CA",California,31,Good,PM2.5
2023-11-27,"San Francisco, CA",California,58,Moderate,PM2.5
2023-11-28,"San Francisco, CA",California,56,Moderate,PM2.5
2023-11-29,"San Francisco, CA",California,51,Moderate,PM2.5
2023-11-30,"San Francisco, CA",California,31,Good,Ozone
2023-12-01,"San Francisco, CA",California,28,Good,Ozone
2023-12-02,"San Francisco, CA",California,25,Good,Ozone
2023-12-03,"San Francisco, CA",California,29,Good,PM2.5
2023-12-04,"San Francisco, CA",California,43,Good,PM2.5
2023-12-05,"San Francisco, CA",California,57,Moderate,PM2.5
2023-12-06,"San Francisco, CA",California,38,Good,PM2.5
2023-12-07,"San Francisco, CA",California,32,Good,NO2
2023-12-08,"San Francisco, CA",California,25,Good,NO2
2023-12-09,"San Francisco, CA",California,34,Good,PM2.5
2023-12-10,"San Francisco, CA",California,53,Moderate,PM2.5
2023-12-11,"San Francisco, CA",California,49,Good,PM2.5
2023-12-12,"San Francisco, CA",California,41,Good,PM2.5
2023-12-13,"San Francisco, CA",California,52,Moderate,PM2.5
2023-12-14,"San Francisco, CA",California,74,Moderate,PM2.5
2023-12-15,"San Francisco, CA",California,71,Moderate,PM2.5
2023-12-16,"San Francisco, CA",California,66,Moderate,PM2.5
2023-12-17,"San Francisco, CA",California,62,Moderate,PM2.5
2023-12-18,"San Francisco, CA",California,31,Good,Ozone
2023-12-19,"San Francisco, CA",California,33,Good,Ozone
2023-12-20,"San Francisco, CA",California,30,Good,Ozone
2023-12-21,"San Francisco, CA",California,37,Good,PM2.5
2023-12-22,"San Francisco, CA",California,49,Good,PM2.5
2023-12-23,"San Francisco, CA",California,34,Good,PM2.5
2023-12-24,"San Francisco, CA",California,52,Moderate,PM2.5
2023-12-25,"San Francisco, CA",California,54,Moderate,PM2.5
2023-12-26,"San Francisco, CA",California,61,Moderate,PM2.5
2023-12-27,"San Francisco, CA",California,35,Good,PM2.5
2023-12-28,"San Francisco, CA",California,36,Good,PM2.5
2023-12-29,"San Francisco, CA",California,31,Good,Ozone
2023-12-30,"San Francisco, CA",California,28,Good,Ozone
2023-12-31,"San Francisco, CA",California,35,Good,PM2.5
2024-01-01,"San Francisco, CA",California,57,Moderate,PM2.5
2024-01-02,"San Francisco, CA",California,37,Good,PM2.5
2024-01-03,"San Francisco, CA",California,31,Good,NO2
2024-01-04,"San Francisco, CA",California,26,Good,NO2
2024-01-05,"San Francisco, CA",California,46,Good,PM2.5
2024-01-06,"San Francisco, CA",California,30,Good,Ozone
2024-01-07,"San Francisco, CA",California,25,Good,Ozone
2024-01-08,"San Francisco, CA",California,29,Good,NO2
2024-01-09,"San Francisco, CA",California,28,Good,Ozone
2024-01-10,"San Francisco, CA",California,31,Good,NO2
2024-01-11,"San Francisco, CA",California,26,Good,Ozone
2024-01-12,"San Francisco, CA",California,33,Good,PM2.5
2024-01-13,"San Francisco, CA",California,29,Good,Ozone
2024-01-14,"San Francisco, CA",California,25,Good,PM2.5
2024-01-15,"San Francisco, CA",California,23,Good,NO2
2024-01-16,"San Francisco, CA",California,54,Moderate,PM2.5
2024-01-17,"San Francisco, CA",California,26,Good,NO2
2024-01-18,"San Francisco, CA",California,47,Good,PM2.5
2024-01-19,"San Francisco, CA",California,55,Moderate,PM2.5
2024-01-20,"San Francisco, CA",California,29,Good,Ozone
2024-01-21,"San Francisco, CA",California,28,Good,Ozone
2024-01-22,"San Francisco, CA",California,27,Good,Ozone
2024-01-23,"San Francisco, CA",California,28,Good,Ozone
2024-01-24,"San Francisco, CA",California,28,Good,Ozone
2024-01-25,"San Francisco, CA",California,55,Moderate,PM2.5
2024-01-26,"San Francisco, CA",California,54,Moderate,PM2.5
2024-01-27,"San Francisco, CA",California,40,Good,PM2.5
2024-01-28,"San Francisco, CA",California,43,Good,PM2.5
2024-01-29,"San Francisco, CA",California,56,Moderate,PM2.5
2024-01-30,"San Francisco, CA",California,37,Good,PM2.5
2024-01-31,"San Francisco, CA",California,33,Good,Ozone
2024-02-01,"San Francisco, CA",California,31,Good,Ozone
2024-02-02,"San Francisco, CA",California,31,Good,Ozone
2024-02-03,"San Francisco, CA",California,30,Good,Ozone
2024-02-04,"San Francisco, CA",California,31,Good,Ozone
2024-02-05,"San Francisco, CA",California,40,Good,PM2.5
2024-02-06,"San Francisco, CA",California,31,Good,PM2.5
2024-02-07,"San Francisco, CA",California,31,Good,Ozone
2024-02-08,"San Francisco, CA",California,27,Good,PM2.5
2024-02-09,"San Francisco, CA",California,44,Good,PM2.5
2024-02-10,"San Francisco, CA",California,24,Good,NO2
2024-02-11,"San Francisco, CA",California,32,Good,PM2.5
2024-02-12,"San Francisco, CA",California,54,Moderate,PM2.5
2024-02-13,"San Francisco, CA",California,27,Good,Ozone
2024-02-14,"San Francisco, CA",California,31,Good,Ozone
2024-02-15,"San Francisco, CA",California,32,Good,PM2.5
2024-02-16,"San Francisco, CA",California,48,Good,PM2.5
2024-02-17,"San Francisco, CA",California,37,Good,PM2.5
2024-02-18,"San Francisco, CA",California,34,Good,Ozone
2024-02-19,"San Francisco, CA",California,35,Good,PM2.5
2024-02-20,"San Francisco, CA",California,36,Good,PM2.5
2024-02-21,"San Francisco, CA",California,29,Good,NO2
2024-02-22,"San Francisco, CA",California,33,Good,PM2.5
2024-02-23,"San Francisco, CA",California,26,Good,PM2.5
2024-02-24,"San Francisco, CA",California,37,Good,PM2.5
2024-02-25,"San Francisco, CA",California,31,Good,Ozone
2024-02-26,"San Francisco, CA",California,30,Good,Ozone
2024-02-27,"San Francisco, CA",California,27,Good,Ozone
2024-02-28,"San Francisco, CA",California,36,Good,PM2.5
2024-02-29,"San Francisco, CA",California,17,Good,PM2.5
2024-03-01,"San Francisco, CA",California,24,Good,PM2.5
2024-03-02,"San Francisco, CA",California,22,Good,PM2.5
2024-03-03,"San Francisco, CA",California,22,Good,PM2.5
2024-03-04,"San Francisco, CA",California,21,Good,PM2.5
2024-03-05,"San Francisco, CA",California,14,Good,PM2.5
2024-03-06,"San Francisco, CA",California,21,Good,PM2.5
2024-03-07,"San Francisco, CA",California,27,Good,PM2.5
2024-03-08,"San Francisco, CA",California,38,Good,PM2.5
2024-03-09,"San Francisco, CA",California,13,Good,PM2.5
2024-03-10,"San Francisco, CA",California,18,Good,PM2.5
2024-03-11,"San Francisco, CA",California,28,Good,PM2.5
2024-03-12,"San Francisco, CA",California,36,Good,PM2.5
2024-03-13,"San Francisco, CA",California,28,Good,PM2.5
2024-03-19,"San Francisco, CA",California,40,Good,PM2.5
2024-03-20,"San Francisco, CA",California,34,Good,PM2.5
2024-03-21,"San Francisco, CA",California,19,Good,PM2.5
2024-03-22,"San Francisco, CA",California,19,Good,PM2.5
2024-03-23,"San Francisco, CA",California,29,Good,PM2.5
2024-03-24,"San Francisco, CA",California,26,Good,PM2.5
2024-03-25,"San Francisco, CA",California,25,Good,PM2.5
2024-03-26,"San Francisco, CA",California,18,Good,PM2.5
2024-03-27,"San Francisco, CA",California,19,Good,PM2.5
2024-03-28,"San Francisco, CA",California,31,Good,PM2.5
2024-03-29,"San Francisco, CA",California,22,Good,PM2.5
2024-03-30,"San Francisco, CA",California,18,Good,PM2.5
2024-03-31,"San Francisco, CA",California,52,Moderate,PM2.5
2024-04-01,"San Francisco, CA",California,53,Moderate,PM2.5
2024-04-02,"San Francisco, CA",California,52,Moderate,PM2.5
2024-04-03,"San Francisco, CA",California,21,Good,PM2.5
2024-04-04,"San Francisco, CA",California,10,Good,PM2.5
2024-04-05,"San Francisco, CA",California,19,Good,PM2.5
2024-04-06,"San Francisco, CA",California,19,Good,PM2.5
2024-04-07,"San Francisco, CA",California,12,Good,PM2.5
2024-04-08,"San Francisco, CA",California,35,Good,PM2.5
2024-04-09,"San Francisco, CA",California,50,Good,PM2.5
2024-04-10,"San Francisco, CA",California,44,Good,PM2.5
2024-04-11,"San Francisco, CA",California,51,Moderate,PM2.5
2024-04-12,"San Francisco, CA",California,14,Good,PM2.5
2024-04-13,"San Francisco, CA",California,7,Good,PM2.5
2024-04-14,"San Francisco, CA",California,6,Good,PM2.5
2024-04-15,"San Francisco, CA",California,18,Good,PM2.5
2024-04-16,"San Francisco, CA",California,38,Good,PM2.5
2024-04-17,"San Francisco, CA",California,51,Moderate,PM2.5
2024-04-18,"San Francisco, CA",California,55,Moderate,PM2.5
2024-04-19,"San Francisco, CA",California,35,Good,PM2.5
2024-04-20,"San Francisco, CA",California,23,Good,PM2.5
2024-04-21,"San Francisco, CA",California,40,Good,PM2.5
2024-04-22,"San Francisco, CA",California,54,Moderate,PM2.5
2024-04-23,"San Francisco, CA",California,25,Good,PM2.5
2024-04-24,"San Francisco, CA",California,28,Good,PM2.5
2024-04-25,"San Francisco, CA",California,14,Good,PM2.5
2024-04-26,"San Francisco, CA",California,11,Good,PM2.5
2024-04-27,"San Francisco, CA",California,18,Good,PM2.5
2024-04-28,"San Francisco, CA",California,16,Good,PM2.5
2024-04-29,"San Francisco, CA",California,37,Good,PM2.5
2024-04-30,"San Francisco, CA",California,37,Good,PM2.5
2024-05-01,"San Francisco, CA",California,45,Good,PM2.5
2024-05-02,"San Francisco, CA",California,28,Good,PM2.5
2024-05-03,"San Francisco, CA",California,17,Good,PM2.5
2024-05-04,"San Francisco, CA",California,4,Good,PM2.5
2024-05-05,"San Francisco, CA",California,15,Good,PM2.5
2024-05-06,"San Francisco, CA",California,11,Good,PM2.5
2024-05-08,"San Francisco, CA",California,24,Good,PM2.5
2024-05-09,"San Francisco, CA",California,26,Good,PM2.5
2024-05-10,"San Francisco, CA",California,51,Moderate,PM2.5
2024-05-11,"San Francisco, CA",California,31,Good,PM2.5
2024-05-12,"San Francisco, CA",California,22,Good,PM2.5
2024-05-13,"San Francisco, CA",California,16,Good,PM2.5
2024-05-14,"San Francisco, CA",California,13,Good,PM2.5
2024-05-15,"San Francisco, CA",California,22,Good,PM2.5
2024-05-16,"San Francisco, CA",California,13,Good,PM2.5
2024-05-17,"San Francisco, CA",California,3,Good,PM2.5
2024-05-18,"San Francisco, CA",California,23,Good,PM2.5
2024-05-19,"San Francisco, CA",California,52,Moderate,PM2.5
2024-05-20,"San Francisco, CA",California,55,Moderate,PM2.5
2024-05-21,"San Francisco, CA",California,59,Moderate,PM2.5
2024-05-22,"San Francisco, CA",California,46,Good,PM2.5
2024-05-23,"San Francisco, CA",California,53,Moderate,PM2.5
2024-05-24,"San Francisco, CA",California,31,Good,PM2.5
2024-05-25,"San Francisco, CA",California,22,Good,PM2.5
2024-05-26,"San Francisco, CA",California,37,Good,PM2.5
2024-05-27,"San Francisco, CA",California,24,Good,PM2.5
2024-05-28,"San Francisco, CA",California,39,Good,PM2.5
2024-05-29,"San Francisco, CA",California,52,Moderate,PM2.5
2024-05-30,"San Francisco, CA",California,56,Moderate,PM2.5
2024-05-31,"San Francisco, CA",California,63,Moderate,PM2.5
2024-06-01,"San Francisco, CA",California,48,Good,PM2.5
2024-06-02,"San Francisco, CA",California,11,Good,PM2.5
2024-06-03,"San Francisco, CA",California,12,Good,PM2.5
2024-06-04,"San Francisco, CA",California,52,Moderate,PM2.5
2024-06-05,"San Francisco, CA",California,59,Moderate,PM2.5
2024-06-06,"San Francisco, CA",California,65,Moderate,PM2.5
2024-06-07,"San Francisco, CA",California,59,Moderate,PM2.5
2024-06-08,"San Francisco, CA",California,44,Good,PM2.5
2024-06-09,"San Francisco, CA",California,47,Good,PM2.5
2024-06-10,"San Francisco, CA",California,29,Good,PM2.5
2024-06-11,"San Francisco, CA",California,56,Moderate,PM2.5
2024-06-12,"San Francisco, CA",California,62,Moderate,PM2.5
2024-06-13,"San Francisco, CA",California,55,Moderate,PM2.5
2024-06-14,"San Francisco, CA",California,56,Moderate,PM2.5
2024-06-15,"San Francisco, CA",California,52,Moderate,PM2.5
2024-06-16,"San Francisco, CA",California,51,Moderate,PM2.5
2024-06-17,"San Francisco, CA",California,37,Good,PM2.5
2024-06-18,"San Francisco, CA",California,53,Moderate,PM2.5
2024-06-19,"San Francisco, CA",California,29,Good,PM2.5
2024-06-20,"San Francisco, CA",California,21,Good,PM2.5
2024-06-21,"San Francisco, CA",California,32,Good,PM2.5
2024-06-22,"San Francisco, CA",California,48,Good,PM2.5
2024-06-23,"San Francisco, CA",California,44,Good,PM2.5
2024-06-24,"San Francisco, CA",California,48,Good,PM2.5
2024-06-25,"San Francisco, CA",California,40,Good,PM2.5
2024-06-26,"San Francisco, CA",California,14,Good,PM2.5
2024-06-27,"San Francisco, CA",California,33,Good,PM2.5
2024-06-28,"San Francisco, CA",California,42,Good,PM2.5
2024-06-29,"San Francisco, CA",California,38,Good,PM2.5
2024-06-30,"San Francisco, CA",California,34,Good,PM2.5
2024-07-01,"San Francisco, CA",California,46,Good,PM2.5
2024-07-02,"San Francisco, CA",California,61,Moderate,PM2.5
2024-07-03,"San Francisco, CA",California,59,Moderate,PM2.5
2024-07-04,"San Francisco, CA",California,42,Good,PM2.5
2024-07-05,"San Francisco, CA",California,37,Good,PM2.5
2024-07-06,"San Francisco, CA",California,34,Good,PM2.5
2024-07-07,"San Francisco, CA",California,17,Good,PM2.5
2024-07-08,"San Francisco, CA",California,14,Good,PM2.5
2024-07-09,"San Francisco, CA",California,16,Good,PM2.5
2024-07-10,"San Francisco, CA",California,24,Good,PM2.5
2024-07-11,"San Francisco, CA",California,53,Moderate,PM2.5
2024-07-12,"San Francisco, CA",California,55,Moderate,PM2.5
2024-07-13,"San Francisco, CA",California,22,Good,PM2.5
2024-07-14,"San Francisco, CA",California,12,Good,PM2.5
2024-07-15,"San Francisco, CA",California,17,Good,PM2.5
2024-07-16,"San Francisco, CA",California,13,Good,PM2.5
2024-07-17,"San Francisco, CA",California,9,Good,PM2.5
2024-07-18,"San Francisco, CA",California,16,Good,PM2.5
2024-07-19,"San Francisco, CA",California,28,Good,PM2.5
2024-07-20,"San Francisco, CA",California,44,Good,PM2.5
2024-07-21,"San Francisco, CA",California,27,Good,PM2.5
2024-07-22,"San Francisco, CA",California,36,Good,PM2.5
2024-07-23,"San Francisco, CA",California,35,Good,PM2.5
2024-07-24,"San Francisco, CA",California,56,Moderate,PM2.5
2024-07-25,"San Francisco, CA",California,43,Good,PM2.5
2024-07-26,"San Francisco, CA",California,45,Good,PM2.5
2024-07-27,"San Francisco, CA",California,16,Good,PM2.5
2024-07-31,"San Francisco, CA",California,0,Good,PM2.5
2024-08-01,"San Francisco, CA",California,0,Good,PM2.5
2024-08-02,"San Francisco, CA",California,5,Good,PM2.5
2024-08-03,"San Francisco, CA",California,9,Good,PM2.5
2024-08-04,"San Francisco, CA",California,13,Good,PM2.5
2024-08-05,"San Francisco, CA",California,36,Good,PM2.5
2024-08-09,"San Francisco, CA",California,22,Good,PM2.5
2024-08-10,"San Francisco, CA",California,38,Good,PM2.5
2024-08-11,"San Francisco, CA",California,9,Good,PM2.5
2024-08-15,"San Francisco, CA",California,13,Good,PM2.5
2024-08-16,"San Francisco, CA",California,42,Good,PM2.5
2024-08-20,"San Francisco, CA",California,49,Good,PM2.5
2024-08-21,"San Francisco, CA",California,51,Moderate,PM2.5
2024-08-22,"San Francisco, CA",California,44,Good,PM2.5
2024-08-23,"San Francisco, CA",California,49,Good,PM2.5
2024-08-24,"San Francisco, CA",California,49,Good,PM2.5
