job_title,industry,experience,city,state,salary
Supervisory Tax Attorney,Govt,31 - 40 years,Washington,DC,150000.0
Senior Program Manager,Philanthropy,11 - 20 years,New York,NY,144500.0
Program Manager,Healthcare,8 - 10 years,New York,NY,90000.0
Lead Systems Administrator,Healthcare IT,11 - 20 years,Portland,OR,110000.0
Credit Officer,Banking,21 - 30 years,New York,NY,138000.0
Project Manager,Finance,8 - 10 years,New York,NY,160000.0
Software Manager,Aerospace,31 - 40 years,Houston,TX,130000.0
Senior Consultant,Financial Services,2 - 4 years,New York,NY,92400.0
Senior Art Director,Publishing,21 - 30 years,New York,NY,112000.0
Manager of  Planning,Retail,31 - 40 years,Los Angeles,CA,130000.0
Law Clerk,Law,1 year or less,Washington,DC,62000.0
Team Leader,Retail Grocery,11 - 20 years,Chicago,IL,80000.0
Executive Assistant,Higher Ed,8 - 10 years,Chicago,IL,59468.0
High School Biology Teacher,Education,21 - 30 years,Philadelphia,PA,79000.0
"Manager, Strategy & Business Development",Healthcare,5 - 7 years,Philadelphia,PA,100000.0
Senior Associate,Tax Consulting,8 - 10 years,Chicago,IL,110000.0
Techinal Professional I,Enviromental Remediation,11 - 20 years,Pittsburgh,PA,49253.0
Paralegal,Legal,11 - 20 years,Chicago,IL,85000.0
VP Business Development,Transportation,31 - 40 years,Houston,TX,90000.0
Art Director / Designer,Advertising & Design,5 - 7 years,Austin,TX,45000.0
Attorney,Legal,11 - 20 years,Washington,DC,350000.0
Communications Officer,Global health NGO,5 - 7 years,Washington,DC,76000.0
Manager,Airline,11 - 20 years,Atlanta,GA,230000.0
FP&A Manager,Finance,5 - 7 years,Boston,MA,90000.0
Asst. Mgr. Credit Operations,Manufacturing Soft Consumer Goods,21 - 30 years,Boston,MA,93000.0
Pipeline engineer,Oil and Gas,5 - 7 years,Houston,TX,95000.0
Advisor,Philanthropy,11 - 20 years,Boston,MA,115000.0
Senior Manager,Consulting,11 - 20 years,Washington,DC,367000.0
Manager,Financial Technology,11 - 20 years,Austin,TX,128500.0
Process Improvement Data Analyst,Health Insurance,11 - 20 years,Pittsburgh,PA,60299.0
Director of Marketing,Technology,11 - 20 years,Houston,TX,124600.0
Manager,Financial Technology,11 - 20 years,Austin,TX,128500.0
Staff Manager,Telecom,31 - 40 years,New York,NY,128000.0
Assistant General Counsel,Insurance,5 - 7 years,New York,NY,180000.0
Attorney,Law,5 - 7 years,Philadelphia,PA,105000.0
Computer Engineer,Federal Gov't - Technical,31 - 40 years,Los Angeles,CA,110000.0
Director of Development,Non-profit sector - youth programs,5 - 7 years,Boston,MA,80000.0
Legal Administrative Assistant,Legal,11 - 20 years,New York,NY,79000.0
Software Engineering,Computing,11 - 20 years,San Francisco,CA,202000.0
General Manager,Hospitality,11 - 20 years,Philadelphia,PA,98000.0
Production Editor,Publishing,2 - 4 years,New York,NY,45000.0
Sales,Insurance,31 - 40 years,Philadelphia,PA,492000.0
Communications Officer,Nonprofit,8 - 10 years,Washington,DC,69000.0
Reference Law Librarian,Academia,5 - 7 years,Philadelphia,PA,80000.0
Associate Managing Editor,Academic Publishing,8 - 10 years,Chicago,IL,52500.0
Senior Recovery Manager,IT,11 - 20 years,Philadelphia,PA,110000.0
Associate Professor,Academia,11 - 20 years,Denver,CO,133000.0
Territory Business Manager,Consumer/Pharmaceutical Sales,5 - 7 years,Dallas,TX,80000.0
Residency Director,Healthcare,31 - 40 years,New York,NY,203000.0
Business Analyst,Healthcare,11 - 20 years,Chicago,IL,98000.0
People Manager,Tech,5 - 7 years,New York,NY,180000.0
Lpn,Healthcare,2 - 4 years,New York,NY,54000.0
Associate Video Producer,Journalism,5 - 7 years,San Francisco,CA,72000.0
EHS Manager,Energy,8 - 10 years,Houston,TX,140000.0
Junior Financial Analyst,Finance,1 year or less,New York,NY,30000.0
editor and manager,news media,31 - 40 years,New York,NY,325000.0
Head of Sales,Tech,2 - 4 years,New York,NY,100000.0
Product Engineer,Automotive,8 - 10 years,Chicago,IL,80000.0
Registered Nurse,Healthcare,1 year or less,Baltimore,MD,59000.0
Senior Director of Data,Information Technology,8 - 10 years,New York,NY,119000.0
Director of Outreach,Nonprofit,8 - 10 years,Washington,DC,76500.0
Group Sales Manager,Hospitality,2 - 4 years,Minneapolis,MN,60000.0
Director of Sales,Fashion,11 - 20 years,New York,NY,159000.0
Group Sales Manager,Hospitality,2 - 4 years,Minneapolis,MN,60000.0
Registered Dietitian,Healthcare,8 - 10 years,Boston,MA,62000.0
Account Manager,Marketing,5 - 7 years,Dallas,TX,64000.0
Editorial Assistant,Non Profit Foundation,2 - 4 years,New York,NY,60000.0
Methods supervisor,Machining,21 - 30 years,Minneapolis,MN,72800.0
Civil Engineer,Construction,5 - 7 years,San Diego,CA,101000.0
Financial Coordinator,Dental,31 - 40 years,Portland,OR,48000.0
Minister,Clergy,21 - 30 years,Dallas,TX,75000.0
Systems Engineer,Finance,31 - 40 years,New York,NY,140000.0
3rd year Associate,Law,2 - 4 years,Houston,TX,220000.0
Data Acqusition Specialist,Information services,5 - 7 years,New York,NY,55000.0
discovery counsel,Attorney,11 - 20 years,Chicago,IL,115000.0
Data Analyst,Education,11 - 20 years,Boston,MA,70000.0
Data Science Manager,Tech,8 - 10 years,New York,NY,400000.0
Assistant Manager,Grocery,11 - 20 years,Seattle,WA,44000.0
Managing Director,Legal,31 - 40 years,Boston,MA,232000.0
Senior Associate,Accounting,5 - 7 years,Phoenix,AZ,71500.0
Senior Marketing Associate,Financial Services,8 - 10 years,New York,NY,83000.0
Analyst,Investment Banking,1 year or less,New York,NY,85000.0
Business Analyst,Banking,11 - 20 years,New York,NY,165000.0
Content Creator,TV/Film/Content,21 - 30 years,Atlanta,GA,200000.0
Director,Healthcare,11 - 20 years,San Francisco,CA,250000.0
Customer Success Manager,Technology,2 - 4 years,New York,NY,55000.0
Project Manager,Construction,31 - 40 years,New York,NY,225000.0
Traffic Operations Coordinator,Traffic,1 year or less,Denver,CO,80500.0
Senior Technical Writer,High Tech,41 years or more,Portland,OR,106000.0
Software Engineer,Marketing,11 - 20 years,Chicago,IL,82000.0
Marketing Automation Specialist,Marketing,2 - 4 years,New York,NY,75000.0
Manager Level III,Government,31 - 40 years,San Francisco,CA,160000.0
"Manager, Continuous Improvement",Nonprofit,2 - 4 years,Philadelphia,PA,63000.0
tutor manager,Education,5 - 7 years,New York,NY,50000.0
Legal Assistant,Legal,5 - 7 years,Seattle,WA,56800.0
Architect,Architecture,31 - 40 years,New York,NY,300000.0
IT Director,Consulting,21 - 30 years,Chicago,IL,135000.0
Attorney,Law,11 - 20 years,New York,NY,250000.0
Associate Research Scientist,Academia,8 - 10 years,New York,NY,57000.0
Associate Engineer,Mechanical Engineering,2 - 4 years,New York,NY,87000.0
Executive Director,Nonprofit,11 - 20 years,Dallas,TX,96300.0
IT Manager,Nonprofit,21 - 30 years,San Francisco,CA,134000.0
Lawyer,Law / Litigation,11 - 20 years,New York,NY,162000.0
Attorney,Government,2 - 4 years,Los Angeles,CA,123500.0
Foreign Service Officer,Government,11 - 20 years,Washington,DC,101000.0
AVP Portfolio Manager (National),Healthcare Real Estate,8 - 10 years,Chicago,IL,115000.0
Program Manager,Healthcare,5 - 7 years,Boston,MA,78000.0
Corporate Engagement Manager,Nonprofit,11 - 20 years,Chicago,IL,52000.0
service representative,credit union -finance,2 - 4 years,Baltimore,MD,39000.0
Associate Transportation Planner,Architecture & Planning,5 - 7 years,New York,NY,70000.0
Art Director,Graphic Design,8 - 10 years,Portland,ME,59750.0
Senior Research Associate,Biotechnology,31 - 40 years,San Francisco,CA,99950.0
Public Information Specialist,Communications,1 year or less,Seattle,WA,49200.0
SVP of Product Development,Technology - Software,21 - 30 years,Portland,OR,315000.0
Engineering Manager,Technology,11 - 20 years,New York,NY,230000.0
speech pathologist,Healthcare,11 - 20 years,Denver,CO,94000.0
Senior Editor,Publishing,21 - 30 years,New York,NY,80000.0
Principal System Engineer,Software,11 - 20 years,San Diego,CA,175000.0
Sales Manager,Technology,21 - 30 years,Boston,MA,400000.0
Reconciliation Specialist,Securities,11 - 20 years,Los Angeles,CA,57200.0
Associate Manager Development Operations,Nonprofits/Museum,5 - 7 years,New York,NY,55000.0
Digital Editorial Assistant,Publishing,5 - 7 years,New York,NY,45000.0
Financial Analyst,Nonprofit,31 - 40 years,Philadelphia,PA,58000.0
Accountant,Real Estate,21 - 30 years,New York,NY,100000.0
VP Marketing and Innovation,Consumer Packaged Goods/OTC Pharmaceuticals,11 - 20 years,San Francisco,CA,273000.0
Pastor,Religion,21 - 30 years,Houston,TX,130000.0
Director of Institutional Giving,Arts,8 - 10 years,New York,NY,90000.0
Technical Service Delivery Manager,Healthcare IT,11 - 20 years,Washington,DC,130000.0
Director of Consulting,Technology,11 - 20 years,Washington,DC,210000.0
Healthcare technology coordinator,Healthcare,8 - 10 years,Chicago,IL,75000.0
Risk Associate,Finance,5 - 7 years,New York,NY,120000.0
Content Director,Marketing,8 - 10 years,New York,NY,70000.0
Actuary,Consulting,8 - 10 years,Portland,OR,150000.0
Executive Assistant,Finance,8 - 10 years,New York,NY,170000.0
Internal Communications Manager,Technology,5 - 7 years,Dallas,TX,98000.0
Senior Program Manager,Arts Education,31 - 40 years,New York,NY,84000.0
Environmental Protection Specialist,Government,11 - 20 years,Washington,DC,119000.0
Tax Manager,Accounting,5 - 7 years,New York,NY,135000.0
Software Engineer,Technology,11 - 20 years,San Francisco,CA,198000.0
Senior Messaging Engineer,Information Technology,11 - 20 years,Portland,OR,120000.0
Controller,Finance,11 - 20 years,Philadelphia,PA,100000.0
President,Banking,31 - 40 years,Dallas,TX,225000.0
"Project Engineer, Water Resourse Engineering",Engineering Consultant,5 - 7 years,Washington,DC,93000.0
Associate,Nonprofit,5 - 7 years,New York,NY,38000.0
Senior Financial Analyst,Sales,8 - 10 years,Pittsburgh,PA,95000.0
Attorney,Law,11 - 20 years,New York,NY,295000.0
Primary Therapist,Mental Health,8 - 10 years,Philadelphia,PA,60000.0
Assistant District Attorney,Lawyer,2 - 4 years,Dallas,TX,81000.0
Regional Manager,Retail,21 - 30 years,Atlanta,GA,109000.0
Primary Therapist,Mental Health,8 - 10 years,Philadelphia,PA,60000.0
Reporter,Media,5 - 7 years,Washington,DC,69500.0
Lecturer,Education,11 - 20 years,Boston,MA,54000.0
Speech Language Pathologist,Speech-Language Pathologist,11 - 20 years,Denver,CO,30000.0
Associate,Consulting,2 - 4 years,New York,NY,111000.0
Accounting Clerk,Finance,8 - 10 years,Chicago,IL,37440.0
"Director, New Business",Advertising,11 - 20 years,New York,NY,188000.0
Senior Software Engineer,CAD/CAM,31 - 40 years,Los Angeles,CA,110000.0
Senior Financial Analyst,Sales,8 - 10 years,Pittsburgh,PA,95000.0
Process Control Engineer,oil refining,2 - 4 years,Philadelphia,PA,89500.0
Institutional Giving Coordinator,Non-Profit Performing Arts,2 - 4 years,Houston,TX,45000.0
Research Analyst,Finance,8 - 10 years,New York,NY,250000.0
Financial Analyst,Finance,2 - 4 years,New York,NY,65000.0
Splicer,Utility worker,2 - 4 years,New York,NY,103572.0
Coordinator,Marketing,1 year or less,New York,NY,40000.0
Physical Therapist,Healthcare,11 - 20 years,New York,NY,115000.0
Administrative Assistant,Home Decor Distribution,2 - 4 years,Dallas,TX,33196.0
Property Manager,Apartment Management,11 - 20 years,Portland,OR,70000.0
Legislative Liaison,State Employee,8 - 10 years,Austin,TX,78000.0
Product Owner,Software,21 - 30 years,Atlanta,GA,185000.0
Assistant Editor,Publishing,5 - 7 years,New York,NY,41000.0
Senior Associate,Global Health non-profit,5 - 7 years,Seattle,WA,90000.0
"Senior Manager, Video Production",Media,5 - 7 years,San Francisco,CA,108000.0
Managing Director,Communications,5 - 7 years,New York,NY,150000.0
Compliance Manager,Engineering,5 - 7 years,Atlanta,GA,109334.0
Controller,Accounting,11 - 20 years,New York,NY,190000.0
Platform Manager,Tech/ Internet,8 - 10 years,Boston,MA,95000.0
Sustainability Manager,Agriculture,2 - 4 years,New York,NY,95000.0
Senior Marketing Manager,Biopharma,8 - 10 years,Boston,MA,125000.0
Digital Investment Manager,Advertising,2 - 4 years,New York,NY,78000.0
Senior IT Engineer,Technology,8 - 10 years,San Francisco,CA,160000.0
Sales Manager,Retail,8 - 10 years,New York,NY,88400.0
Manager,Philanthropy,8 - 10 years,Philadelphia,PA,106800.0
Medical Group Analytics Consultant,Healthcare,11 - 20 years,Chicago,IL,105000.0
Senior Compliance Office,Investment Management,8 - 10 years,New York,NY,135000.0
Senior Legal Analyst,Internet Technology,11 - 20 years,New York,NY,124000.0
Visual Designer,Design,2 - 4 years,Chicago,IL,70000.0
Strategy Director,Advertising,8 - 10 years,New York,NY,199000.0
Communications Coordinator,Marketing,2 - 4 years,Washington,DC,43500.0
Big Data Engineer,Software,2 - 4 years,Denver,CO,140000.0
Supervising Producer,Television,8 - 10 years,Los Angeles,CA,120000.0
Customer Service Manager,Utilities,31 - 40 years,Portland,OR,120000.0
Account Manager,Healthcare,11 - 20 years,New York,NY,75000.0
Business Systems Analyst,Healthcare,31 - 40 years,New York,NY,115000.0
Business System Consultant,Consulting,11 - 20 years,Denver,CO,135000.0
"Manager, Product Strategy",B2B Publishing,11 - 20 years,Chicago,IL,85000.0
Creative Strategist,Market Research,5 - 7 years,St. Louis,MO,70000.0
Researcher,Academia,5 - 7 years,Seattle,WA,76000.0
PR Manager,Information Security,5 - 7 years,San Francisco,CA,91000.0
Tax Analyst,Energy,11 - 20 years,Portland,OR,105000.0
Data Scientist,Tech,5 - 7 years,Seattle,WA,95000.0
Americas Sales Lead,Tech/Advertising,11 - 20 years,San Francisco,CA,300000.0
Deputy Director,Legal (Non-profit),11 - 20 years,Austin,TX,89199.0
Statistician,Academia,5 - 7 years,Boston,MA,106000.0
In-House Attorney,Legal,5 - 7 years,Minneapolis,MN,90000.0
UX Content Strategist,Technology,5 - 7 years,Atlanta,GA,90000.0
Project Manager,Tech,5 - 7 years,San Francisco,CA,155000.0
PMO Director,Financial Services,11 - 20 years,Chicago,IL,184000.0
Regional Manager,Nonprofit,11 - 20 years,San Francisco,CA,150000.0
Analyst,Finance,2 - 4 years,Chicago,IL,95000.0
Senior Broker,Insurance,21 - 30 years,Denver,CO,400000.0
Paralegal,Legal,8 - 10 years,Minneapolis,MN,103000.0
Enterprise Account Executive (sales),Technology,8 - 10 years,San Francisco,CA,300000.0
casting producer,Media,2 - 4 years,New York,NY,75000.0
Scientist,Science,8 - 10 years,Pittsburgh,PA,74000.0
Senior Director,Technology,21 - 30 years,Boston,MA,200000.0
Senior Marketing Manager,Ecommerce,11 - 20 years,Dallas,TX,123000.0
Supervisor,State Government,31 - 40 years,Baltimore,MD,54773.0
Director of Marketing,Finance,11 - 20 years,Chicago,IL,120000.0
Finance Manager,Tech,5 - 7 years,San Francisco,CA,190000.0
Business Development Manager,Technology,5 - 7 years,New York,NY,163000.0
Finance and Technology Officer,Nonprofit,8 - 10 years,Washington,DC,66130.0
Strategic Sourcing Leader (Indirect),Manufacturing,2 - 4 years,Minneapolis,MN,73000.0
Graduate Student,Biomedical Research,2 - 4 years,Portland,OR,29500.0
Associate Editor,Media,5 - 7 years,New York,NY,58000.0
Senior Partnerships Manager,Nonprofit,5 - 7 years,New York,NY,72000.0
Executive Assistant,Technology,11 - 20 years,Seattle,WA,75000.0
Senior Engineer,Financial Services,11 - 20 years,Minneapolis,MN,126000.0
Compliance Officer,Finance/Law,2 - 4 years,New York,NY,170000.0
Project Manager,Real Estate,8 - 10 years,Seattle,WA,150000.0
Event Director,Events,8 - 10 years,Los Angeles,CA,120000.0
Art Conservator,Museums,11 - 20 years,New York,NY,45100.0
Neurohospitalist,Healthcare,5 - 7 years,Seattle,WA,260000.0
Senior Brand Manager,Marketing,5 - 7 years,New York,NY,125000.0
Marketing Associate,Book publishing,2 - 4 years,New York,NY,37000.0
Managing Director,Real Estate,11 - 20 years,Atlanta,GA,240000.0
Software Engineer,Tech Industry,5 - 7 years,New York,NY,160300.0
Research Nurse,Healthcare,11 - 20 years,Atlanta,GA,80000.0
Associate Financial Planner,Wealth Management,11 - 20 years,Houston,TX,62000.0
Research Nurse,Healthcare,11 - 20 years,Atlanta,GA,80000.0
"Manager, Financial Planning & Analysis",Manufacturing,8 - 10 years,Portland,OR,125000.0
Scientific Program Officer,Funding Agency,11 - 20 years,Washington,DC,125000.0
"Director, Product Management",Software,21 - 30 years,Boston,MA,280000.0
Senior Associate Director,Higher Education,11 - 20 years,Boston,MA,72000.0
Creative Director,Advertising,11 - 20 years,Seattle,WA,170000.0
Senior Product Manager,Media,2 - 4 years,Los Angeles,CA,105000.0
Assistant Controller,Finance,11 - 20 years,Washington,DC,160000.0
Research editor,Publishing,21 - 30 years,Los Angeles,CA,70000.0
Senior Visual Designer,Graphic Design (Tech),11 - 20 years,New York,NY,184000.0
Business Manager,Book publishing,8 - 10 years,New York,NY,90000.0
Biomedical Editor,Marketing/Advertising,11 - 20 years,Dallas,TX,50000.0
Production Editor,Publishing,2 - 4 years,New York,NY,50000.0
Vice President,Real Estate,11 - 20 years,Washington,DC,110000.0
Strategy Analyst,Government,5 - 7 years,New York,NY,86000.0
Manufacturing Engineer,Manufacturing,2 - 4 years,Minneapolis,MN,82000.0
"Public Relations, Senior Manager",Professional Services,21 - 30 years,Portland,OR,132000.0
Program Coordinator,Healthcare training administration,5 - 7 years,Seattle,WA,44000.0
Associate Account Executive,Wholesale,5 - 7 years,New York,NY,62000.0
VP of IT,Advertising,11 - 20 years,New York,NY,147000.0
Director of Advocacy,Historic preservation non profit,5 - 7 years,Baltimore,MD,52500.0
Marketing Manager,Nonprofit,5 - 7 years,Boston,MA,72000.0
Director of Operations,Higher Education,11 - 20 years,Denver,CO,97000.0
Program Manager,Federal Government,11 - 20 years,Washington,DC,136000.0
Senior Director,Healthcare,11 - 20 years,Boston,MA,180000.0
Analyst,Financial Research,5 - 7 years,New York,NY,120000.0
Consultant,Life Sciences,8 - 10 years,Austin,TX,70000.0
Senior Security Engineer,Hospitality,21 - 30 years,Chicago,IL,140000.0
custom content creator,journalism/marketing,8 - 10 years,San Diego,CA,49000.0
Data visualization developer,Nonprofit,5 - 7 years,Washington,DC,81000.0
Development Officer,Higher Ed,5 - 7 years,Minneapolis,MN,80000.0
"Senior Director, Marketing",Marketing,11 - 20 years,New York,NY,250000.0
Manager,Transportation,2 - 4 years,New York,NY,85000.0
Advisor,Government,11 - 20 years,New York,NY,136000.0
Junior Data Scientist,Consulting,1 year or less,New York,NY,110000.0
Strategy Manager,Financial Services,2 - 4 years,Washington,DC,140000.0
Software Engineer,Software,2 - 4 years,Boston,MA,115000.0
Associate Professor,Higher Ed,8 - 10 years,Boston,MA,101000.0
Senior Policy Analyst and Staff Attorney,Non-profit social justice,5 - 7 years,Chicago,IL,58000.0
Business Analyst,Banking,5 - 7 years,Houston,TX,51000.0
Geophysics,Oil,31 - 40 years,Denver,CO,104000.0
Junior Software Engineer,Market Research,2 - 4 years,San Diego,CA,70000.0
Founder,Tech,11 - 20 years,Austin,TX,167500.0
Project Coordinator,IT,5 - 7 years,Los Angeles,CA,48000.0
Information Governance Strategist,Professional Services,11 - 20 years,Chicago,IL,100000.0
Consulting Manager,Healthcare,11 - 20 years,Baltimore,MD,115000.0
Email Marketing Manager,Education,2 - 4 years,Boston,MA,50000.0
Video Engineer,AV Freelance,11 - 20 years,Atlanta,GA,140000.0
Data and Analytics Manager,Healthcare,11 - 20 years,Washington,DC,87000.0
Pediatrician,Healtcare,11 - 20 years,New York,NY,140000.0
Contract Administrator,Defense,11 - 20 years,Baltimore,MD,122000.0
Systems and Communications Manager,Education Administration,5 - 7 years,New York,NY,72000.0
Marketing Manager,Retail,5 - 7 years,San Diego,CA,105000.0
Business Development,Entertainment,8 - 10 years,Los Angeles,CA,125000.0
Associate Product Marketing Manager,Technology,2 - 4 years,Seattle,WA,75000.0
Associate Product Marketing Manager,Technology,2 - 4 years,Seattle,WA,75000.0
SEO Analyst,Digital Marketing,2 - 4 years,Chicago,IL,68000.0
Senior Business Analyst,Information Technology,2 - 4 years,New York,NY,86900.0
Reporter,Journalism,2 - 4 years,Washington,DC,105000.0
Assistant Director,Higher Education,5 - 7 years,Philadelphia,PA,42000.0
Producer,Media,2 - 4 years,Washington,DC,58000.0
Emergency Management Specialist,Healthcare,1 year or less,Boston,MA,62000.0
Corporate Counsel,Operations,8 - 10 years,Denver,CO,144000.0
Director of Internal Communication,Higher Education,11 - 20 years,Pittsburgh,PA,65000.0
Principal Transportation Planner,Transportation,2 - 4 years,New York,NY,106000.0
Lead Application Support Analyst,Financial,11 - 20 years,Pittsburgh,PA,67000.0
Underwriter,Finance,8 - 10 years,Washington,DC,130000.0
Medical Editor,Advertising,1 year or less,New York,NY,80000.0
Designer,Higher Education,2 - 4 years,New York,NY,45000.0
Software Engineer,Ecommerce,2 - 4 years,New York,NY,90000.0
Ag. Program Associate,certification,8 - 10 years,Portland,OR,51000.0
Marketing Strategist,Finance,2 - 4 years,New York,NY,110000.0
Account Executive,Logistics,2 - 4 years,Chicago,IL,70000.0
Assistant research scientist,Academia,5 - 7 years,New York,NY,85000.0
Internal Audit Manager,Financial Services,8 - 10 years,Pittsburgh,PA,90000.0
Associate Director of Development,Higher Education,8 - 10 years,Denver,CO,72000.0
Copy Chief,Publishing,11 - 20 years,New York,NY,82000.0
Paralegal,Law,1 year or less,New York,NY,39000.0
Account Supervisor,Public Relations,8 - 10 years,Boston,MA,90000.0
Staff Scientist,Environmental Consulting,5 - 7 years,Denver,CO,56000.0
Project Manager,Aerospace,21 - 30 years,New York,NY,181000.0
ESL Teacher,Teaching,2 - 4 years,New York,NY,28000.0
IT Technician,Education,11 - 20 years,San Diego,CA,78000.0
Manager,Non-profit arts,11 - 20 years,Washington,DC,50000.0
Senior Director,Healthcare,21 - 30 years,Dallas,TX,300000.0
Manager,Health Insurance,11 - 20 years,Pittsburgh,PA,75000.0
Retirement Plan Administrator,Finance,8 - 10 years,Minneapolis,MN,66500.0
Program Manager,Nonprofit,8 - 10 years,New York,NY,76000.0
Director of Alumni Relations,Higher Education,11 - 20 years,New York,NY,100000.0
Transportation Engineer,Civil Engineering,8 - 10 years,Denver,CO,76000.0
Operations Manager,Arts Administration,11 - 20 years,New York,NY,60000.0
Research Audiologist,Audiology,8 - 10 years,Minneapolis,MN,93670.0
Senior Project Accountant,Architecture,21 - 30 years,Seattle,WA,75000.0
CTO,Media,21 - 30 years,New York,NY,390000.0
Communications Manager,Government,8 - 10 years,Los Angeles,CA,106000.0
Associate,Legal,5 - 7 years,Boston,MA,220000.0
Editor,Television,11 - 20 years,New York,NY,150000.0
Assistant Borough Manager,Local Government,5 - 7 years,Pittsburgh,PA,60000.0
Professor,University,31 - 40 years,New York,NY,106000.0
Director of Acquisitions,Real Estate,2 - 4 years,New York,NY,180000.0
Account Manager,Ad Tech,5 - 7 years,New York,NY,156000.0
Gaffer,Entertainment,11 - 20 years,New York,NY,150000.0
Director O&M,Infrastructure and Power,21 - 30 years,Houston,TX,185000.0
Operations Manager,Electical Energy,31 - 40 years,Philadelphia,PA,80000.0
Senior Director of Digital Customer Acquisition,CPG,11 - 20 years,Los Angeles,CA,210000.0
Associate Director of Marketing,Nonprofit,11 - 20 years,Baltimore,MD,55500.0
Speechwriter,Political Communications,5 - 7 years,Washington,DC,80000.0
Copywriter,Advertising,5 - 7 years,Chicago,IL,75000.0
Senior Commercial Counsel,Biotech,11 - 20 years,Chicago,IL,150000.0
Lawyer,Legal,11 - 20 years,Houston,TX,180000.0
Associate Marketing Manager,Publishing,2 - 4 years,New York,NY,57500.0
System Representative,Nonprofit,2 - 4 years,Philadelphia,PA,44500.0
Senior Software Engineer,Defense,11 - 20 years,Denver,CO,170000.0
Paralegal,Legal,31 - 40 years,Pittsburgh,PA,82000.0
Key Account Executive,Advertising,31 - 40 years,Boston,MA,125000.0
Consultant,Tech & Management Consulting,5 - 7 years,Chicago,IL,60000.0
Principal Software Engineer,Software,8 - 10 years,New York,NY,205000.0
Vice President Operations,Energy,11 - 20 years,Houston,TX,160000.0
Software Engineer,Tech,2 - 4 years,New York,NY,150000.0
Editor,Media,8 - 10 years,Chicago,IL,82000.0
Internal Communications Manager,Advertising,2 - 4 years,New York,NY,80000.0
Underwriter,Technology,2 - 4 years,San Francisco,CA,85000.0
Associate,Legal,2 - 4 years,New York,NY,220000.0
Dermatology resident,Healthcare,11 - 20 years,St. Louis,MO,61000.0
Area Sales Director,Food and Beverage,11 - 20 years,Atlanta,GA,169000.0
Staff Water Engineer,Engineering Consulting,2 - 4 years,New York,NY,77730.0
IT Manager,Asset Management,31 - 40 years,Chicago,IL,145000.0
Land Development Manager,Home building,11 - 20 years,Houston,TX,105000.0
Senior Director of Communications,Nonprofit,8 - 10 years,New York,NY,125000.0
Chief Engineer,Software Development,21 - 30 years,Los Angeles,CA,135000.0
Marketing Director,Technology/software,11 - 20 years,Boston,MA,189000.0
General Manager,Restaurant,11 - 20 years,Atlanta,GA,95000.0
Professor,Academia,21 - 30 years,Boston,MA,250000.0
Finance Manager,Media,11 - 20 years,New York,NY,127308.0
Lawyer,Law,2 - 4 years,Chicago,IL,255000.0
Senior Database Administrator,IT Consulting,21 - 30 years,Washington,DC,175000.0
Owner,Law,31 - 40 years,Chicago,IL,400000.0
Senior Advisor,Nonprofit,11 - 20 years,Boston,MA,90000.0
Director,Tax Consulting,8 - 10 years,New York,NY,230000.0
Engineer,Engineering,2 - 4 years,New York,NY,78500.0
Vice President,Nonprofit,11 - 20 years,New York,NY,150000.0
Event Director,Events,8 - 10 years,Portland,ME,110000.0
Customer Service/ Secretary,Tile industry,2 - 4 years,Chicago,IL,50000.0
Senior Corporate Counsel,Biotech,11 - 20 years,San Francisco,CA,235000.0
Information Systems Engineer II,Tech,8 - 10 years,San Francisco,CA,110000.0
Senior Account Executive,Public Relations,2 - 4 years,New York,NY,76000.0
Senior Associate Merchandiser,Ecommerce,2 - 4 years,New York,NY,60000.0
Associate,Real Estate,2 - 4 years,New York,NY,104000.0
Commercial Real Estate Lender,Finance,11 - 20 years,Dallas,TX,140000.0
Policy Analyst,State Government,2 - 4 years,Atlanta,GA,45000.0
"Director, Product Management",Enterprise Software,21 - 30 years,Dallas,TX,135000.0
Human Resources Coordinator,Nonprofit,2 - 4 years,Chicago,IL,39000.0
Technical Manager,Program evaluation of international development projects,11 - 20 years,Washington,DC,92000.0
Postdoctoral Research Fellow,Acedemia/Healthcare,8 - 10 years,New York,NY,68000.0
Project Manager,Construction,1 year or less,Houston,TX,55000.0
Officer,Global Health non-profit,2 - 4 years,Washington,DC,67000.0
Senior Director,Pharmaceutical,21 - 30 years,New York,NY,280000.0
Vice President,Banking,41 years or more,New York,NY,210000.0
Partner,Architecture,21 - 30 years,Dallas,TX,265000.0
Brand Coordinator,Marketing,5 - 7 years,Dallas,TX,61500.0
Analyst,Banking,2 - 4 years,New York,NY,80000.0
Scientist,Pharmaceutical,5 - 7 years,Philadelphia,PA,89000.0
Senior eLearning Specialist,Healthcare,8 - 10 years,New York,NY,95000.0
Counsel,Law,11 - 20 years,New York,NY,400000.0
Treasury manager,Mortgage,31 - 40 years,Dallas,TX,92200.0
Director of Analytics,Analytics,8 - 10 years,Chicago,IL,200000.0
Communications Officer,Higher Education,21 - 30 years,Boston,MA,80000.0
Research and Evaluation Manager,Reproductive health / non profit,2 - 4 years,New York,NY,65000.0
Business Analyst Expert,Energy,21 - 30 years,San Francisco,CA,144000.0
VP of Sales,Software,11 - 20 years,Austin,TX,420000.0
Director of Sales,Software Sales,8 - 10 years,Boston,MA,175000.0
Publisher,Publishing,1 year or less,New York,NY,65000.0
Lab Technician,Manufacturing,8 - 10 years,New York,NY,72000.0
